transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000032,card_00320,2026-01-01T15:19:52Z,566.1,electronics,IN,True,False
txn_0000033,card_00593,2026-01-03T17:40:05Z,175.32,travel,AE,True,False
txn_0000034,card_00546,2026-01-16T22:39:07Z,30.71,online_retail,IN,False,False
txn_0000035,card_00197,2026-01-24T21:21:47Z,79.79,electronics,IN,True,False
txn_0000036,card_00148,2026-01-07T07:00:59Z,47.38,atm_withdrawal,AE,False,False
txn_0000037,card_00777,2026-01-25T14:18:14Z,31.68,online_retail,GB,True,False
txn_0000038,card_00665,2026-01-14T00:48:11Z,15.5,online_retail,SG,False,True
txn_0000039,card_00281,2026-01-25T13:08:22Z,167.4,electronics,IN,True,False
txn_0000040,card_00837,2026-01-25T16:51:10Z,43.69,atm_withdrawal,SG,False,False
txn_0000041,card_00656,2026-01-26T03:27:29Z,157.2,restaurant,DE,False,False
txn_0000042,card_00510,2026-01-23T12:00:19Z,41.3,entertainment,DE,True,False
txn_0000043,card_00644,2026-01-17T23:37:27Z,47.14,utilities,AE,False,False
txn_0000044,card_00824,2026-01-03T02:49:26Z,60.71,electronics,GB,True,False
txn_0000045,card_00217,2026-01-29T06:58:56Z,140.42,pharmacy,AE,True,False
txn_0000046,card_00241,2026-01-01T07:35:01Z,57.19,restaurant,SG,True,False
txn_0000047,card_00641,2026-01-18T04:10:17Z,51.02,online_retail,GB,False,False
txn_0000048,card_00723,2026-01-13T01:45:58Z,38.73,utilities,US,True,False
txn_0000049,card_00601,2026-01-26T03:28:06Z,8.77,atm_withdrawal,AE,True,False
txn_0000050,card_00316,2026-01-19T06:52:53Z,398.22,grocery,AE,True,False
txn_0000051,card_00470,2026-01-15T01:07:18Z,146.56,pharmacy,US,True,False
txn_0000052,card_00356,2026-01-30T23:57:14Z,85.98,entertainment,IN,True,False
txn_0000053,card_00040,2026-01-10T02:04:32Z,22.72,pharmacy,SG,False,False
txn_0000054,card_00725,2026-01-30T16:06:54Z,189.23,fuel,IN,False,False
txn_0000055,card_00032,2026-01-17T07:02:45Z,14.85,atm_withdrawal,GB,True,False
txn_0000056,card_00446,2026-01-26T17:29:34Z,274.96,travel,US,False,False
txn_0000057,card_00775,2026-01-10T12:38:09Z,118.03,grocery,IN,False,False
txn_0000058,card_00608,2026-01-23T16:41:44Z,129.99,pharmacy,GB,False,False
txn_0000059,card_00727,2026-01-24T00:42:50Z,68.0,utilities,GB,False,False
txn_0000060,card_00413,2026-01-30T21:35:27Z,113.02,grocery,GB,True,False
txn_0000061,card_00240,2026-01-09T16:15:03Z,57.76,atm_withdrawal,US,True,False
txn_0000062,card_00058,2026-01-02T14:54:12Z,81.78,travel,DE,True,False
txn_0000063,card_00197,2026-01-22T10:43:24Z,65.56,atm_withdrawal,GB,False,False
txn_0000064,card_00570,2026-01-02T01:42:06Z,184.64,fuel,US,True,False
txn_0000065,card_00548,2026-01-03T03:59:39Z,23.29,entertainment,GB,True,False
txn_0000066,card_00689,2026-01-17T19:52:42Z,7.07,fuel,IN,True,False
txn_0000067,card_00820,2026-01-05T03:40:30Z,25.87,atm_withdrawal,IN,False,False
txn_0000068,card_00804,2026-01-14T10:04:41Z,86.91,entertainment,AE,False,False
txn_0000069,card_00301,2026-01-16T13:09:29Z,131.86,pharmacy,GB,True,False
txn_0000070,card_00455,2026-01-12T23:06:20Z,28.33,utilities,SG,False,False
txn_0000071,card_00506,2026-01-28T09:50:27Z,276.72,restaurant,DE,True,False
txn_0000072,card_00768,2026-01-06T22:01:17Z,102.64,restaurant,US,False,False
txn_0000073,card_00294,2026-01-03T22:52:37Z,36.13,utilities,DE,True,False
txn_0000074,card_00793,2026-01-25T10:41:42Z,118.8,travel,GB,False,False
txn_0000075,card_00513,2026-01-26T19:42:01Z,94.55,atm_withdrawal,SG,False,False
txn_0000076,card_00519,2026-01-17T05:57:23Z,1135.9,utilities,GB,False,True
txn_0000077,card_00097,2026-01-13T08:49:30Z,1.59,utilities,GB,False,False
txn_0000078,card_00025,2026-01-24T01:04:58Z,51.07,travel,GB,False,False
txn_0000079,card_00437,2026-01-14T18:41:28Z,74.79,travel,GB,False,False
txn_0000080,card_00170,2026-01-12T03:05:48Z,41.62,fuel,SG,False,False
txn_0000081,card_00202,2026-01-09T09:21:44Z,148.69,electronics,GB,False,False
txn_0000082,card_00413,2026-01-10T12:23:33Z,70.75,travel,IN,True,False
txn_0000083,card_00252,2026-01-18T15:51:40Z,1145.94,pharmacy,IN,False,False
txn_0000084,card_00059,2026-01-24T18:05:20Z,76.99,online_retail,SG,False,False
txn_0000085,card_00332,2026-01-06T22:44:56Z,934.62,restaurant,AE,False,False
txn_0000086,card_00062,2026-01-09T05:11:47Z,68.13,grocery,IN,True,False
txn_0000087,card_00515,2026-01-19T09:29:53Z,20.3,grocery,GB,True,False
txn_0000088,card_00360,2026-01-09T12:45:22Z,141.85,travel,IN,True,False
txn_0000089,card_00136,2026-01-29T07:12:44Z,198.96,entertainment,US,False,False
txn_0000090,card_00463,2026-01-30T10:59:22Z,64.12,restaurant,IN,False,False
txn_0000091,card_00182,2026-01-27T15:54:54Z,55.14,restaurant,SG,False,False
txn_0000092,card_00703,2026-01-29T07:16:40Z,92.35,fuel,GB,True,False
txn_0000093,card_00203,2026-01-17T15:38:34Z,298.57,restaurant,IN,False,False
txn_0000094,card_00044,2026-01-22T00:29:31Z,25.26,fuel,IN,False,False
txn_0000095,card_00573,2026-01-18T13:17:38Z,31.27,pharmacy,SG,True,False
txn_0000096,card_00391,2026-01-04T21:04:38Z,169.31,electronics,SG,False,False
txn_0000097,card_00230,2026-01-12T05:55:53Z,27.7,utilities,AE,False,False
txn_0000098,card_00517,2026-01-16T03:51:15Z,82.22,grocery,IN,True,False
txn_0000099,card_00590,2026-01-24T07:12:35Z,87.71,grocery,DE,True,False
txn_0000100,card_00264,2026-01-10T17:47:16Z,42.7,atm_withdrawal,GB,True,False
txn_0000101,card_00780,2026-01-16T22:32:19Z,56.14,online_retail,AE,False,False
txn_0000102,card_00816,2026-01-06T07:58:13Z,234.22,grocery,IN,True,False
txn_0000103,card_00722,2026-01-04T21:56:28Z,90.62,travel,GB,False,False
txn_0000104,card_00579,2026-01-18T17:01:45Z,374.02,utilities,AE,True,False
txn_0000105,card_00324,2026-01-14T01:45:16Z,72.85,grocery,AE,True,False
txn_0000106,card_00351,2026-01-20T19:24:21Z,127.38,fuel,US,False,False
txn_0000107,card_00121,2026-01-14T09:27:06Z,438.76,electronics,SG,False,False
txn_0000108,card_00703,2026-01-13T15:34:59Z,27.46,grocery,AE,False,False
txn_0000109,card_00655,2026-01-04T18:17:17Z,26.54,fuel,DE,False,False
txn_0000110,card_00598,2026-01-21T10:46:48Z,308.27,fuel,SG,False,False
txn_0000111,card_00613,2026-01-22T08:07:50Z,70.1,fuel,SG,True,False
txn_0000112,card_00344,2026-01-09T02:35:02Z,47.8,travel,US,False,True
txn_0000113,card_00837,2026-01-08T04:39:47Z,120.78,fuel,GB,True,False
txn_0000114,card_00363,2026-01-02T02:20:28Z,16.13,travel,IN,True,False
txn_0000115,card_00861,2026-01-15T04:59:08Z,70.8,atm_withdrawal,SG,True,False
txn_0000116,card_00303,2026-01-25T14:50:58Z,137.14,pharmacy,GB,True,False
txn_0000117,card_00808,2026-01-01T00:53:28Z,22.65,utilities,SG,False,False
txn_0000118,card_00467,2026-01-26T02:28:57Z,75.49,grocery,IN,True,False
txn_0000119,card_00536,2026-01-22T01:01:15Z,26.39,fuel,IN,True,False
txn_0000120,card_00680,2026-01-22T10:51:49Z,6.7,entertainment,IN,False,False
txn_0000121,card_00646,2026-01-21T20:36:40Z,118.48,electronics,GB,True,False
txn_0000122,card_00613,2026-01-30T20:25:08Z,86.37,online_retail,US,True,False
txn_0000123,card_00187,2026-01-23T19:42:23Z,220.29,utilities,GB,True,False
txn_0000124,card_00503,2026-01-29T14:50:59Z,54.78,atm_withdrawal,DE,True,False
txn_0000125,card_00169,2026-01-30T11:24:24Z,26.92,pharmacy,GB,True,False
txn_0000126,card_00866,2026-01-11T20:14:39Z,21.14,electronics,DE,False,False
txn_0000127,card_00429,2026-01-28T00:07:53Z,38.24,grocery,US,False,False
txn_0000128,card_00501,2026-01-07T03:05:03Z,26.5,pharmacy,DE,True,False
txn_0000129,card_00422,2026-01-02T05:28:03Z,135.88,entertainment,IN,False,False
txn_0000130,card_00760,2026-01-19T00:21:22Z,79.05,atm_withdrawal,AE,True,False
txn_0000131,card_00869,2026-01-27T07:22:53Z,256.94,grocery,GB,False,True
txn_0000132,card_00573,2026-01-21T00:29:10Z,17.88,travel,SG,False,False
txn_0000133,card_00285,2026-01-07T19:03:34Z,35.6,restaurant,IN,False,False
txn_0000134,card_00456,2026-01-04T03:07:01Z,162.11,utilities,GB,True,False
txn_0000135,card_00518,2026-01-12T14:31:21Z,31.84,entertainment,IN,False,False
txn_0000136,card_00529,2026-01-13T16:23:37Z,1138.69,fuel,SG,False,False
txn_0000137,card_00127,2026-01-02T12:13:51Z,10.93,atm_withdrawal,GB,True,False
txn_0000138,card_00765,2026-01-20T23:36:15Z,16.3,fuel,US,True,False
txn_0000139,card_00831,2026-01-27T07:08:35Z,104.87,grocery,GB,True,False
txn_0000140,card_00616,2026-01-21T10:04:11Z,13.91,grocery,GB,False,False
txn_0000141,card_00248,2026-01-07T23:19:41Z,95.61,restaurant,SG,True,False
txn_0000142,card_00193,2026-01-26T09:15:55Z,53.37,fuel,IN,False,False
txn_0000143,card_00426,2026-01-01T04:15:31Z,13.96,entertainment,SG,False,False
txn_0000144,card_00783,2026-01-25T17:51:34Z,181.13,entertainment,SG,True,False
txn_0000145,card_00080,2026-01-01T11:55:55Z,66.39,utilities,DE,False,False
txn_0000146,card_00371,2026-01-17T12:32:43Z,79.46,entertainment,GB,True,False
txn_0000147,card_00832,2026-01-29T15:39:26Z,17.55,restaurant,DE,True,False
txn_0000148,card_00566,2026-01-09T05:48:10Z,201.24,travel,IN,False,False
txn_0000149,card_00287,2026-01-03T22:38:59Z,32.01,pharmacy,DE,True,False
txn_0000150,card_00033,2026-01-29T11:10:39Z,138.25,grocery,DE,False,False
txn_0000151,card_00061,2026-01-09T16:51:11Z,66.71,online_retail,DE,True,True
txn_0000152,card_00534,2026-01-10T09:31:45Z,127.73,utilities,AE,False,False
txn_0000153,card_00692,2026-01-30T03:45:43Z,31.96,fuel,GB,False,False
txn_0000154,card_00094,2026-01-07T21:58:34Z,200.32,restaurant,GB,True,False
txn_0000155,card_00227,2026-01-13T10:03:56Z,40.71,online_retail,AE,False,False
txn_0000156,card_00056,2026-01-14T16:34:37Z,648.31,pharmacy,SG,False,False
txn_0000157,card_00325,2026-01-02T12:14:36Z,55.15,restaurant,IN,True,False
txn_0000158,card_00669,2026-01-24T05:23:07Z,157.29,utilities,IN,True,False
txn_0000159,card_00899,2026-01-15T13:37:30Z,100.95,electronics,DE,True,False
txn_0000160,card_00646,2026-01-11T21:32:25Z,98.9,utilities,US,False,False
txn_0000161,card_00456,2026-01-08T04:21:44Z,194.5,travel,GB,True,False
txn_0000162,card_00767,2026-01-30T22:53:51Z,132.74,fuel,SG,True,False
txn_0000163,card_00182,2026-01-07T09:28:05Z,1.95,utilities,AE,True,False
txn_0000164,card_00157,2026-01-02T19:05:11Z,1373.27,travel,IN,False,False
txn_0000165,card_00020,2026-01-05T02:23:25Z,52.35,electronics,IN,True,False
txn_0000166,card_00705,2026-01-17T06:42:38Z,113.09,atm_withdrawal,IN,True,True
txn_0000167,card_00658,2026-01-14T01:00:11Z,15.51,entertainment,GB,True,False
txn_0000168,card_00684,2026-01-10T08:36:06Z,190.29,utilities,IN,False,False
txn_0000169,card_00877,2026-01-10T11:42:04Z,520.98,grocery,AE,False,False
txn_0000170,card_00056,2026-01-25T18:22:26Z,38.13,travel,SG,True,False
txn_0000171,card_00708,2026-01-19T15:57:40Z,28.08,pharmacy,DE,False,False
txn_0000172,card_00191,2026-01-27T15:12:55Z,17.44,electronics,GB,True,False
txn_0000173,card_00567,2026-01-08T21:05:04Z,69.15,online_retail,DE,False,False
txn_0000174,card_00466,2026-01-01T09:24:28Z,112.67,travel,US,True,False
txn_0000175,card_00858,2026-01-04T01:45:53Z,42.42,travel,AE,True,False
txn_0000176,card_00762,2026-01-17T06:52:48Z,32.88,grocery,SG,True,False
txn_0000177,card_00022,2026-01-10T07:10:14Z,33.72,fuel,IN,False,False
txn_0000178,card_00371,2026-01-26T06:40:13Z,219.35,restaurant,AE,False,False
txn_0000179,card_00081,2026-01-14T09:30:19Z,214.35,fuel,DE,True,True
txn_0000180,card_00154,2026-01-03T16:23:24Z,112.92,utilities,GB,False,False
txn_0000181,card_00844,2026-01-27T11:41:57Z,61.17,travel,GB,False,False
txn_0000182,card_00556,2026-01-12T07:17:33Z,26.78,pharmacy,DE,True,False
txn_0000183,card_00819,2026-01-16T08:02:37Z,544.95,pharmacy,US,False,False
txn_0000184,card_00478,2026-01-13T20:38:00Z,148.52,restaurant,DE,False,False
txn_0000185,card_00107,2026-01-29T19:25:03Z,42.54,fuel,SG,True,True
txn_0000186,card_00437,2026-01-25T06:38:17Z,72.38,restaurant,AE,True,False
txn_0000187,card_00376,2026-01-28T20:09:49Z,24.01,atm_withdrawal,AE,False,False
txn_0000188,card_00215,2026-01-20T04:31:46Z,125.58,atm_withdrawal,US,True,False
txn_0000189,card_00032,2026-01-10T20:16:49Z,37.74,electronics,DE,True,False
txn_0000190,card_00237,2026-01-28T23:39:59Z,16.89,atm_withdrawal,IN,False,False
txn_0000191,card_00455,2026-01-10T23:04:52Z,84.7,travel,IN,True,False
txn_0000192,card_00114,2026-01-25T12:20:27Z,46.09,pharmacy,AE,True,False
txn_0000193,card_00684,2026-01-16T19:34:28Z,68.45,restaurant,US,False,False
txn_0000194,card_00838,2026-01-30T13:38:32Z,234.17,restaurant,AE,True,False
txn_0000195,card_00327,2026-01-15T09:06:02Z,38.55,grocery,SG,False,False
txn_0000196,card_00713,2026-01-28T21:46:51Z,68.86,grocery,AE,False,False
txn_0000197,card_00674,2026-01-25T14:33:36Z,211.25,utilities,SG,False,False
txn_0000198,card_00474,2026-01-18T00:47:31Z,85.38,online_retail,DE,False,False
txn_0000199,card_00768,2026-01-23T23:59:45Z,45.82,grocery,AE,True,False
txn_0000200,card_00395,2026-01-17T08:24:39Z,22.25,travel,DE,True,False
txn_0000201,card_00641,2026-01-23T01:38:07Z,24.04,electronics,GB,False,False
txn_0000202,card_00422,2026-01-23T17:47:49Z,17.59,electronics,GB,False,False
txn_0000203,card_00256,2026-01-09T04:25:57Z,46.52,pharmacy,DE,True,False
txn_0000204,card_00419,2026-01-11T01:49:25Z,29.85,travel,GB,False,False
txn_0000205,card_00831,2026-01-05T16:21:10Z,142.63,travel,DE,True,False
txn_0000206,card_00615,2026-01-12T03:50:47Z,117.95,utilities,SG,False,False
txn_0000207,card_00109,2026-01-22T15:59:41Z,46.37,fuel,US,True,False
txn_0000208,card_00173,2026-01-21T16:42:42Z,6.59,online_retail,DE,True,False
txn_0000209,card_00636,2026-01-07T15:35:42Z,119.22,entertainment,DE,True,False
txn_0000210,card_00362,2026-01-28T05:12:28Z,86.03,utilities,AE,False,False
txn_0000211,card_00531,2026-01-14T18:55:48Z,27.77,utilities,IN,False,False
txn_0000212,card_00201,2026-01-22T02:57:11Z,13.23,pharmacy,GB,True,False
txn_0000213,card_00474,2026-01-06T23:41:01Z,62.77,entertainment,IN,False,False
txn_0000214,card_00444,2026-01-05T17:42:42Z,24.18,entertainment,GB,True,False
txn_0000215,card_00443,2026-01-09T19:03:24Z,74.94,pharmacy,SG,True,False
txn_0000216,card_00294,2026-01-07T19:45:00Z,12.89,grocery,SG,True,False
txn_0000217,card_00361,2026-01-03T20:57:25Z,254.27,fuel,AE,False,False
txn_0000218,card_00147,2026-01-18T18:50:13Z,414.62,entertainment,AE,True,True
txn_0000219,card_00577,2026-01-24T15:38:35Z,42.62,electronics,AE,True,False
txn_0000220,card_00290,2026-01-12T04:53:10Z,83.01,utilities,US,True,False
txn_0000221,card_00621,2026-01-13T09:54:12Z,136.79,atm_withdrawal,US,True,False
txn_0000222,card_00738,2026-01-30T23:36:29Z,54.75,fuel,US,True,False
txn_0000223,card_00362,2026-01-14T19:54:14Z,36.36,entertainment,DE,True,False
txn_0000224,card_00230,2026-01-05T11:48:48Z,39.59,restaurant,US,True,False
txn_0000225,card_00166,2026-01-30T16:17:45Z,28.42,grocery,US,True,False
txn_0000226,card_00865,2026-01-07T00:42:55Z,201.57,online_retail,SG,False,False
txn_0000227,card_00463,2026-01-26T00:44:39Z,27.5,online_retail,DE,True,False
txn_0000228,card_00128,2026-01-02T12:31:55Z,161.37,pharmacy,DE,False,False
txn_0000229,card_00191,2026-01-13T01:05:04Z,4.78,entertainment,DE,True,False
txn_0000230,card_00224,2026-01-04T06:49:09Z,19.67,electronics,SG,True,False
txn_0000231,card_00449,2026-01-14T02:00:19Z,85.57,fuel,GB,True,False
txn_0000232,card_00228,2026-01-01T20:38:27Z,21.21,entertainment,IN,True,False
txn_0000233,card_00125,2026-01-02T00:09:28Z,140.4,entertainment,IN,True,False
txn_0000234,card_00031,2026-01-28T17:51:20Z,30.62,electronics,IN,False,False
txn_0000235,card_00897,2026-01-05T22:16:59Z,24.04,entertainment,DE,False,False
txn_0000236,card_00725,2026-01-19T04:45:55Z,36.47,grocery,AE,False,False
txn_0000237,card_00335,2026-01-28T19:23:25Z,81.03,online_retail,GB,False,False
txn_0000238,card_00631,2026-01-08T08:03:51Z,43.84,online_retail,AE,True,False
txn_0000239,card_00540,2026-01-14T18:00:04Z,205.14,atm_withdrawal,IN,False,False
txn_0000240,card_00335,2026-01-04T08:10:41Z,71.69,entertainment,DE,True,False
txn_0000241,card_00889,2026-01-17T18:41:24Z,40.11,travel,GB,True,False
txn_0000242,card_00852,2026-01-10T11:47:29Z,311.09,restaurant,AE,False,True
txn_0000243,card_00636,2026-01-03T16:27:55Z,58.52,atm_withdrawal,IN,True,False
txn_0000244,card_00223,2026-01-07T07:13:49Z,6.67,pharmacy,DE,True,False
txn_0000245,card_00802,2026-01-23T18:05:59Z,101.91,restaurant,SG,False,False
txn_0000246,card_00367,2026-01-15T02:23:38Z,7.11,grocery,DE,False,False
txn_0000247,card_00410,2026-01-07T02:21:10Z,38.86,online_retail,IN,False,False
txn_0000248,card_00348,2026-01-19T11:36:24Z,27.37,travel,AE,True,False
txn_0000249,card_00853,2026-01-08T01:33:09Z,383.5,pharmacy,GB,True,False
txn_0000250,card_00546,2026-01-14T03:41:45Z,11.4,grocery,AE,True,False
txn_0000251,card_00647,2026-01-21T08:21:26Z,659.66,restaurant,DE,False,False
txn_0000252,card_00091,2026-01-03T13:31:58Z,127.63,atm_withdrawal,US,False,False
txn_0000253,card_00026,2026-01-07T12:28:35Z,23.35,utilities,SG,False,False
txn_0000254,card_00274,2026-01-16T13:03:14Z,209.63,electronics,AE,True,False
txn_0000255,card_00681,2026-01-24T23:26:15Z,135.43,fuel,SG,True,False
txn_0000256,card_00611,2026-01-18T19:33:44Z,51.35,utilities,DE,False,False
txn_0000257,card_00599,2026-01-24T11:54:15Z,108.77,fuel,US,True,False
txn_0000258,card_00436,2026-01-28T04:46:59Z,28.21,restaurant,DE,True,False
txn_0000259,card_00701,2026-01-24T18:10:51Z,152.37,grocery,GB,True,False
txn_0000260,card_00734,2026-01-18T14:27:11Z,36.31,online_retail,AE,False,False
txn_0000261,card_00770,2026-01-02T00:33:42Z,122.83,online_retail,DE,True,False
txn_0000262,card_00726,2026-01-14T22:07:25Z,85.5,electronics,DE,True,False
txn_0000263,card_00548,2026-01-25T23:36:13Z,74.53,utilities,IN,True,False
txn_0000264,card_00527,2026-01-13T16:20:17Z,91.62,fuel,AE,False,True
txn_0000265,card_00182,2026-01-26T07:44:24Z,6.06,grocery,GB,True,False
txn_0000266,card_00088,2026-01-21T07:54:57Z,125.48,pharmacy,AE,True,False
txn_0000267,card_00463,2026-01-15T03:39:01Z,91.39,travel,GB,True,False
txn_0000268,card_00881,2026-01-17T23:47:11Z,131.08,travel,SG,True,False
txn_0000269,card_00339,2026-01-03T23:56:25Z,324.44,travel,US,False,False
txn_0000270,card_00711,2026-01-06T15:15:05Z,24.1,electronics,AE,False,False
txn_0000271,card_00206,2026-01-07T08:19:01Z,66.88,travel,AE,True,False
txn_0000272,card_00407,2026-01-20T12:50:41Z,16.81,fuel,IN,True,False
txn_0000273,card_00500,2026-01-03T05:36:16Z,53.48,electronics,IN,False,False
txn_0000274,card_00847,2026-01-05T14:36:13Z,250.72,grocery,DE,True,False
txn_0000275,card_00353,2026-01-06T04:02:51Z,108.08,atm_withdrawal,GB,True,False
txn_0000276,card_00384,2026-01-17T22:55:06Z,515.13,online_retail,US,False,False
txn_0000277,card_00741,2026-01-10T05:25:33Z,108.14,electronics,US,False,True
txn_0000278,card_00049,2026-01-14T08:25:00Z,17.36,restaurant,US,True,False
txn_0000279,card_00613,2026-01-19T00:52:45Z,23.55,restaurant,US,True,False
txn_0000280,card_00284,2026-01-05T01:03:37Z,32.0,entertainment,US,True,False
txn_0000281,card_00049,2026-01-11T14:23:12Z,40.28,pharmacy,SG,True,False
txn_0000282,card_00278,2026-01-29T01:07:18Z,104.56,entertainment,SG,True,False
txn_0000283,card_00403,2026-01-12T15:53:25Z,62.55,travel,US,True,False
txn_0000284,card_00525,2026-01-30T19:56:08Z,35.58,atm_withdrawal,DE,True,False
txn_0000285,card_00338,2026-01-21T00:05:01Z,42.41,restaurant,SG,True,False
txn_0000286,card_00203,2026-01-06T11:47:38Z,195.53,travel,AE,False,False
txn_0000287,card_00293,2026-01-13T08:18:55Z,244.27,online_retail,AE,True,False
txn_0000288,card_00288,2026-01-10T09:58:32Z,36.38,travel,GB,True,False
txn_0000289,card_00506,2026-01-22T17:42:32Z,165.41,atm_withdrawal,AE,False,False
txn_0000290,card_00477,2026-01-19T05:07:55Z,160.16,restaurant,GB,False,False
txn_0000291,card_00889,2026-01-20T17:59:32Z,20.62,fuel,GB,False,False
txn_0000292,card_00848,2026-01-10T21:24:18Z,146.79,utilities,SG,False,False
txn_0000293,card_00211,2026-01-24T23:59:31Z,49.89,entertainment,AE,True,False
txn_0000294,card_00161,2026-01-09T15:55:05Z,110.8,restaurant,DE,True,False
txn_0000295,card_00404,2026-01-28T06:32:41Z,188.79,atm_withdrawal,DE,False,False
txn_0000296,card_00492,2026-01-05T01:12:44Z,17.1,fuel,IN,True,False
txn_0000297,card_00184,2026-01-20T09:56:28Z,85.51,entertainment,DE,True,False
txn_0000298,card_00549,2026-01-26T14:56:01Z,140.92,entertainment,DE,False,False
txn_0000299,card_00681,2026-01-05T09:37:40Z,35.2,grocery,IN,True,False
txn_0000300,card_00596,2026-01-19T06:40:46Z,15.28,entertainment,US,True,False
txn_0000301,card_00818,2026-01-18T14:27:43Z,77.15,utilities,US,True,False
txn_0000302,card_00409,2026-01-03T16:16:49Z,36.54,grocery,SG,True,False
txn_0000303,card_00559,2026-01-23T06:39:16Z,55.65,fuel,AE,True,False
txn_0000304,card_00118,2026-01-14T23:23:25Z,59.67,utilities,US,False,False
txn_0000305,card_00049,2026-01-13T13:17:36Z,12.62,electronics,US,False,False
txn_0000306,card_00882,2026-01-18T16:40:00Z,20.63,restaurant,SG,True,False
txn_0000307,card_00369,2026-01-29T22:50:18Z,149.86,electronics,GB,True,False
txn_0000308,card_00855,2026-01-28T23:25:44Z,219.0,restaurant,IN,True,False
txn_0000309,card_00607,2026-01-09T16:39:01Z,136.48,entertainment,US,False,False
txn_0000310,card_00636,2026-01-23T14:36:43Z,10.85,pharmacy,SG,False,False
txn_0000311,card_00132,2026-01-01T05:07:04Z,85.49,pharmacy,DE,False,False
txn_0000312,card_00239,2026-01-27T01:26:58Z,179.8,online_retail,GB,False,False
txn_0000313,card_00863,2026-01-20T18:06:35Z,97.83,grocery,DE,False,False
txn_0000314,card_00407,2026-01-06T01:43:11Z,100.13,utilities,DE,True,False
txn_0000315,card_00768,2026-01-23T22:52:41Z,39.96,travel,GB,False,False
txn_0000316,card_00419,2026-01-27T12:52:19Z,97.86,restaurant,IN,True,False
txn_0000317,card_00675,2026-01-15T06:56:44Z,60.09,pharmacy,GB,True,False
txn_0000318,card_00384,2026-01-25T19:24:16Z,74.38,entertainment,US,False,False
txn_0000319,card_00309,2026-01-14T16:05:18Z,24.28,restaurant,GB,True,False
txn_0000320,card_00160,2026-01-03T03:03:17Z,23.2,online_retail,AE,True,False
txn_0000321,card_00875,2026-01-07T22:19:14Z,13.68,online_retail,GB,True,False
txn_0000322,card_00173,2026-01-19T20:57:33Z,211.04,atm_withdrawal,US,True,False
txn_0000323,card_00408,2026-01-29T22:52:23Z,44.31,pharmacy,US,False,False
txn_0000324,card_00887,2026-01-02T13:22:51Z,106.33,utilities,IN,True,False
txn_0000325,card_00332,2026-01-24T03:02:33Z,60.7,entertainment,GB,True,False
