transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000050,card_00900,2026-01-13T14:46:56Z,116.91,utilities,SG,False,False
txn_0000051,card_00630,2026-01-04T07:43:00Z,5.57,electronics,AE,True,False
txn_0000052,card_00697,2026-01-27T23:28:42Z,61.86,utilities,IN,True,False
txn_0000053,card_00124,2026-01-24T20:41:35Z,134.95,entertainment,AE,True,False
txn_0000054,card_00002,2026-01-20T21:35:59Z,383.57,atm_withdrawal,AE,False,False
txn_0000055,card_00663,2026-01-02T00:07:22Z,94.22,restaurant,AE,False,False
txn_0000056,card_00654,2026-01-09T21:10:46Z,91.25,pharmacy,IN,False,False
txn_0000057,card_00085,2026-01-14T20:46:23Z,26.29,pharmacy,SG,True,False
txn_0000058,card_00131,2026-01-29T21:07:57Z,75.3,atm_withdrawal,DE,True,False
txn_0000059,card_00838,2026-01-01T02:05:04Z,431.42,entertainment,US,True,False
txn_0000060,card_00837,2026-01-05T17:15:50Z,70.64,electronics,AE,True,False
txn_0000061,card_00462,2026-01-30T17:40:23Z,28.93,online_retail,SG,True,False
txn_0000062,card_00238,2026-01-21T22:57:32Z,17.36,entertainment,GB,False,False
txn_0000063,card_00545,2026-01-13T09:40:38Z,71.36,pharmacy,AE,False,False
txn_0000064,card_00821,2026-01-30T21:16:40Z,37.68,entertainment,US,False,False
txn_0000065,card_00001,2026-01-23T04:21:46Z,10.86,entertainment,GB,False,False
txn_0000066,card_00093,2026-01-30T22:24:48Z,9.26,atm_withdrawal,AE,False,False
txn_0000067,card_00150,2026-01-30T16:39:57Z,151.38,utilities,DE,True,False
txn_0000068,card_00338,2026-01-17T01:16:52Z,21.95,entertainment,IN,True,False
txn_0000069,card_00022,2026-01-06T04:22:17Z,40.03,travel,GB,True,False
txn_0000070,card_00237,2026-01-06T04:47:18Z,9.66,atm_withdrawal,AE,False,False
txn_0000071,card_00734,2026-01-08T17:40:14Z,127.62,online_retail,GB,True,False
txn_0000072,card_00471,2026-01-18T00:35:44Z,145.5,fuel,AE,True,False
txn_0000073,card_00610,2026-01-14T18:43:55Z,66.46,pharmacy,US,False,False
txn_0000074,card_00184,2026-01-05T17:03:38Z,14.09,electronics,IN,True,False
txn_0000075,card_00472,2026-01-16T07:41:47Z,754.94,fuel,US,True,False
txn_0000076,card_00397,2026-01-08T10:27:26Z,84.87,grocery,SG,False,False
txn_0000077,card_00121,2026-01-26T10:54:58Z,64.58,grocery,DE,True,False
txn_0000078,card_00672,2026-01-27T18:38:31Z,9.93,atm_withdrawal,DE,False,False
txn_0000079,card_00091,2026-01-14T15:40:42Z,48.0,entertainment,DE,True,False
txn_0000080,card_00040,2026-01-27T16:22:31Z,68.82,electronics,SG,True,False
txn_0000081,card_00417,2026-01-18T13:15:16Z,127.63,grocery,SG,False,False
txn_0000082,card_00325,2026-01-06T17:57:54Z,659.27,online_retail,AE,True,False
txn_0000083,card_00107,2026-01-02T05:24:27Z,1755.16,online_retail,US,False,True
txn_0000084,card_00608,2026-01-11T13:41:32Z,115.36,grocery,AE,True,False
txn_0000085,card_00387,2026-01-10T20:30:19Z,63.3,entertainment,GB,True,False
txn_0000086,card_00224,2026-01-02T16:02:24Z,67.2,travel,US,True,False
txn_0000087,card_00781,2026-01-04T18:47:02Z,193.73,electronics,AE,True,False
txn_0000088,card_00604,2026-01-27T16:23:02Z,25.14,grocery,SG,True,False
txn_0000089,card_00211,2026-01-23T08:59:32Z,58.64,grocery,GB,True,False
txn_0000090,card_00152,2026-01-09T10:33:35Z,103.66,electronics,DE,True,False
txn_0000091,card_00701,2026-01-03T19:40:32Z,205.14,travel,AE,False,False
txn_0000092,card_00481,2026-01-09T18:37:47Z,138.33,fuel,DE,True,False
txn_0000093,card_00312,2026-01-26T19:14:52Z,12.49,pharmacy,SG,True,False
txn_0000094,card_00676,2026-01-08T10:32:08Z,37.06,electronics,SG,True,False
txn_0000095,card_00594,2026-01-10T12:16:25Z,68.97,restaurant,DE,False,False
txn_0000096,card_00340,2026-01-07T19:29:52Z,12.02,atm_withdrawal,IN,True,False
txn_0000097,card_00758,2026-01-08T07:07:57Z,19.85,entertainment,GB,True,False
txn_0000098,card_00324,2026-01-19T12:50:16Z,38.78,restaurant,US,True,False
txn_0000099,card_00274,2026-01-02T01:48:04Z,71.9,electronics,IN,False,False
txn_0000100,card_00754,2026-01-26T18:25:57Z,43.88,fuel,DE,False,False
txn_0000101,card_00443,2026-01-14T00:57:21Z,83.18,grocery,DE,True,False
txn_0000102,card_00419,2026-01-03T05:01:15Z,125.7,electronics,AE,True,False
txn_0000103,card_00002,2026-01-01T21:50:49Z,84.14,utilities,AE,False,False
txn_0000104,card_00881,2026-01-21T05:03:10Z,76.19,grocery,SG,True,False
txn_0000105,card_00635,2026-01-16T21:04:40Z,61.48,electronics,AE,False,False
txn_0000106,card_00525,2026-01-22T12:29:11Z,21.25,travel,AE,False,False
txn_0000107,card_00588,2026-01-28T03:41:47Z,286.21,grocery,AE,True,False
txn_0000108,card_00329,2026-01-12T17:18:23Z,193.32,utilities,US,False,False
txn_0000109,card_00651,2026-01-27T13:17:54Z,46.55,atm_withdrawal,IN,False,False
txn_0000110,card_00068,2026-01-03T23:56:54Z,64.71,travel,DE,True,False
txn_0000111,card_00255,2026-01-28T08:11:57Z,688.47,online_retail,SG,True,False
txn_0000112,card_00220,2026-01-11T13:08:44Z,766.56,restaurant,US,True,False
txn_0000113,card_00883,2026-01-15T12:19:03Z,48.48,pharmacy,GB,False,False
txn_0000114,card_00087,2026-01-18T23:39:08Z,176.62,fuel,US,True,False
txn_0000115,card_00585,2026-01-17T12:19:48Z,23.72,utilities,US,True,False
txn_0000116,card_00340,2026-01-04T11:25:41Z,261.01,pharmacy,US,True,False
txn_0000117,card_00472,2026-01-18T21:15:54Z,12.27,fuel,US,True,False
txn_0000118,card_00239,2026-01-23T15:30:59Z,17.68,travel,GB,True,False
txn_0000119,card_00613,2026-01-17T13:10:32Z,195.71,fuel,US,True,False
txn_0000120,card_00368,2026-01-06T21:18:43Z,268.17,pharmacy,SG,True,False
txn_0000121,card_00658,2026-01-14T04:35:26Z,397.89,travel,AE,True,True
txn_0000122,card_00749,2026-01-10T21:56:13Z,61.58,restaurant,IN,False,False
txn_0000123,card_00551,2026-01-30T03:05:00Z,208.41,pharmacy,US,True,False
txn_0000124,card_00111,2026-01-10T04:34:27Z,28.56,travel,DE,False,False
txn_0000125,card_00274,2026-01-20T15:10:22Z,181.17,entertainment,US,False,False
txn_0000126,card_00314,2026-01-22T11:45:22Z,48.78,utilities,AE,True,False
txn_0000127,card_00291,2026-01-30T23:02:43Z,71.79,entertainment,IN,False,False
txn_0000128,card_00493,2026-01-20T21:08:23Z,40.55,fuel,AE,True,False
txn_0000129,card_00625,2026-01-03T19:54:29Z,56.45,pharmacy,IN,False,False
txn_0000130,card_00201,2026-01-09T15:11:30Z,104.69,travel,SG,False,False
txn_0000131,card_00819,2026-01-09T08:57:27Z,108.03,entertainment,GB,True,False
txn_0000132,card_00701,2026-01-13T15:49:29Z,132.73,atm_withdrawal,GB,True,False
txn_0000133,card_00408,2026-01-02T15:05:34Z,249.38,travel,US,True,False
txn_0000134,card_00329,2026-01-12T07:21:33Z,64.19,online_retail,SG,True,False
txn_0000135,card_00626,2026-01-26T11:13:47Z,30.91,pharmacy,AE,True,False
txn_0000136,card_00798,2026-01-30T17:50:33Z,158.16,electronics,US,False,False
txn_0000137,card_00883,2026-01-23T00:32:44Z,112.4,online_retail,US,True,False
txn_0000138,card_00537,2026-01-27T08:49:59Z,53.14,electronics,US,False,False
txn_0000139,card_00197,2026-01-06T15:59:08Z,69.24,pharmacy,US,False,False
txn_0000140,card_00531,2026-01-24T00:34:37Z,38.82,atm_withdrawal,US,True,True
txn_0000141,card_00015,2026-01-22T01:34:02Z,150.52,utilities,DE,False,False
txn_0000142,card_00571,2026-01-01T15:44:53Z,60.03,restaurant,AE,True,False
txn_0000143,card_00722,2026-01-12T17:12:20Z,427.59,electronics,GB,True,False
txn_0000144,card_00656,2026-01-04T04:39:35Z,122.39,fuel,AE,True,False
txn_0000145,card_00683,2026-01-05T18:35:20Z,510.6,travel,GB,False,False
txn_0000146,card_00118,2026-01-06T00:37:13Z,106.94,grocery,GB,True,False
txn_0000147,card_00671,2026-01-12T02:24:46Z,115.68,utilities,SG,True,False
txn_0000148,card_00674,2026-01-13T10:46:07Z,41.72,restaurant,SG,True,False
txn_0000149,card_00724,2026-01-14T13:09:36Z,98.95,electronics,AE,True,False
txn_0000150,card_00301,2026-01-26T11:09:27Z,58.63,grocery,IN,False,False
txn_0000151,card_00719,2026-01-07T10:38:24Z,51.25,utilities,AE,True,False
txn_0000152,card_00533,2026-01-08T12:18:43Z,91.89,utilities,AE,False,False
txn_0000153,card_00203,2026-01-21T22:28:15Z,174.05,grocery,SG,False,False
txn_0000154,card_00167,2026-01-26T04:51:21Z,193.0,grocery,US,True,False
txn_0000155,card_00080,2026-01-07T02:12:28Z,69.14,fuel,GB,True,True
txn_0000156,card_00049,2026-01-11T22:39:01Z,40.23,atm_withdrawal,AE,True,False
txn_0000157,card_00344,2026-01-25T18:15:22Z,85.19,grocery,IN,False,False
txn_0000158,card_00301,2026-01-07T13:22:32Z,51.44,fuel,US,True,False
txn_0000159,card_00659,2026-01-17T01:32:28Z,21.34,electronics,IN,True,False
txn_0000160,card_00752,2026-01-02T07:14:04Z,81.59,fuel,GB,True,False
txn_0000161,card_00340,2026-01-17T07:00:38Z,423.98,atm_withdrawal,AE,True,True
txn_0000162,card_00727,2026-01-25T13:58:23Z,32.61,fuel,US,False,False
txn_0000163,card_00837,2026-01-02T03:17:23Z,76.92,atm_withdrawal,AE,True,False
txn_0000164,card_00607,2026-01-29T22:17:49Z,631.98,fuel,SG,True,False
txn_0000165,card_00488,2026-01-18T03:30:10Z,126.0,grocery,SG,True,False
txn_0000166,card_00442,2026-01-28T07:09:04Z,145.19,fuel,DE,False,False
txn_0000167,card_00005,2026-01-24T02:24:21Z,49.09,grocery,DE,True,False
txn_0000168,card_00440,2026-01-06T19:23:14Z,69.82,fuel,US,True,False
txn_0000169,card_00053,2026-01-17T00:50:52Z,165.09,utilities,GB,False,False
txn_0000170,card_00006,2026-01-24T09:53:20Z,226.82,electronics,AE,False,False
txn_0000171,card_00564,2026-01-23T00:52:52Z,309.88,electronics,GB,True,False
txn_0000172,card_00496,2026-01-24T01:57:40Z,39.25,travel,AE,True,False
txn_0000173,card_00199,2026-01-03T10:21:25Z,251.8,atm_withdrawal,DE,True,False
txn_0000174,card_00864,2026-01-20T09:16:00Z,457.79,grocery,AE,False,False
txn_0000175,card_00811,2026-01-13T09:58:17Z,88.95,utilities,GB,True,True
txn_0000176,card_00057,2026-01-30T06:56:00Z,2.5,utilities,GB,True,False
txn_0000177,card_00562,2026-01-25T00:57:51Z,283.1,fuel,AE,True,False
txn_0000178,card_00716,2026-01-18T01:00:10Z,948.91,travel,US,False,True
txn_0000179,card_00118,2026-01-20T18:39:35Z,33.66,restaurant,DE,True,False
txn_0000180,card_00854,2026-01-27T14:43:04Z,20.04,utilities,AE,True,False
txn_0000181,card_00783,2026-01-30T09:10:26Z,4.62,entertainment,GB,False,False
txn_0000182,card_00373,2026-01-08T09:16:14Z,450.62,pharmacy,IN,True,False
txn_0000183,card_00140,2026-01-19T13:43:42Z,286.61,grocery,SG,True,False
txn_0000184,card_00361,2026-01-08T11:51:07Z,83.95,pharmacy,DE,True,False
txn_0000185,card_00338,2026-01-27T18:39:03Z,105.77,atm_withdrawal,US,True,False
txn_0000186,card_00603,2026-01-27T10:20:26Z,643.55,grocery,SG,True,False
txn_0000187,card_00308,2026-01-01T20:51:43Z,82.6,online_retail,GB,True,False
txn_0000188,card_00430,2026-01-08T19:46:41Z,80.46,pharmacy,IN,True,False
txn_0000189,card_00363,2026-01-16T03:40:43Z,176.79,grocery,IN,True,False
txn_0000190,card_00120,2026-01-04T11:24:32Z,205.96,fuel,AE,True,False
txn_0000191,card_00566,2026-01-30T21:59:23Z,28.57,entertainment,IN,True,False
txn_0000192,card_00743,2026-01-13T04:43:03Z,25.75,fuel,SG,False,False
txn_0000193,card_00021,2026-01-05T00:20:08Z,41.59,online_retail,AE,False,False
txn_0000194,card_00359,2026-01-20T18:28:46Z,76.99,fuel,DE,False,False
txn_0000195,card_00862,2026-01-29T17:25:45Z,43.05,pharmacy,US,False,False
txn_0000196,card_00282,2026-01-22T11:33:10Z,69.98,travel,GB,True,False
txn_0000197,card_00532,2026-01-29T12:23:21Z,139.64,utilities,GB,False,False
txn_0000198,card_00708,2026-01-13T09:17:20Z,79.9,online_retail,DE,False,False
txn_0000199,card_00623,2026-01-02T09:23:46Z,92.59,grocery,DE,False,False
txn_0000200,card_00769,2026-01-24T23:19:36Z,9.81,utilities,AE,False,False
txn_0000201,card_00822,2026-01-16T17:30:55Z,611.32,online_retail,US,True,False
txn_0000202,card_00616,2026-01-05T16:34:39Z,90.43,fuel,IN,False,True
txn_0000203,card_00255,2026-01-06T14:52:30Z,442.81,pharmacy,AE,False,False
txn_0000204,card_00024,2026-01-27T00:04:55Z,109.17,pharmacy,GB,True,False
txn_0000205,card_00823,2026-01-13T07:46:57Z,89.83,restaurant,US,True,False
txn_0000206,card_00393,2026-01-15T06:32:09Z,38.09,atm_withdrawal,DE,True,False
txn_0000207,card_00025,2026-01-19T02:17:52Z,202.92,fuel,US,False,False
txn_0000208,card_00663,2026-01-04T03:20:36Z,624.69,travel,DE,True,False
txn_0000209,card_00147,2026-01-18T16:57:19Z,176.84,pharmacy,GB,False,True
txn_0000210,card_00892,2026-01-17T02:45:44Z,245.02,grocery,AE,True,False
txn_0000211,card_00731,2026-01-17T18:20:24Z,250.04,electronics,GB,False,True
txn_0000212,card_00432,2026-01-26T12:36:17Z,466.55,electronics,US,True,False
txn_0000213,card_00449,2026-01-03T21:44:04Z,58.87,grocery,AE,True,False
txn_0000214,card_00386,2026-01-20T23:55:37Z,355.81,travel,SG,True,False
txn_0000215,card_00444,2026-01-12T18:24:05Z,58.09,travel,AE,True,False
txn_0000216,card_00682,2026-01-25T13:50:41Z,69.3,fuel,DE,False,False
txn_0000217,card_00020,2026-01-05T20:59:00Z,18.7,fuel,DE,False,False
txn_0000218,card_00413,2026-01-23T11:29:22Z,251.85,travel,GB,True,False
txn_0000219,card_00511,2026-01-16T06:27:33Z,144.5,electronics,US,True,False
txn_0000220,card_00887,2026-01-27T00:53:19Z,27.31,electronics,AE,True,False
txn_0000221,card_00622,2026-01-18T09:46:47Z,20.53,utilities,SG,True,False
txn_0000222,card_00418,2026-01-06T14:34:41Z,59.49,restaurant,GB,True,False
txn_0000223,card_00534,2026-01-18T09:51:58Z,92.07,electronics,IN,False,False
txn_0000224,card_00744,2026-01-03T23:37:01Z,7.4,pharmacy,GB,False,False
txn_0000225,card_00308,2026-01-20T01:36:50Z,92.03,fuel,AE,True,False
txn_0000226,card_00782,2026-01-12T00:19:18Z,172.28,entertainment,IN,True,False
txn_0000227,card_00583,2026-01-13T06:18:48Z,117.79,electronics,SG,True,False
txn_0000228,card_00776,2026-01-19T01:03:48Z,183.3,electronics,AE,False,False
txn_0000229,card_00695,2026-01-24T13:00:35Z,68.02,travel,GB,True,False
txn_0000230,card_00018,2026-01-26T05:22:03Z,354.22,grocery,AE,False,False
txn_0000231,card_00561,2026-01-03T20:57:28Z,32.99,pharmacy,SG,True,False
txn_0000232,card_00626,2026-01-20T17:00:39Z,30.67,travel,US,False,False
txn_0000233,card_00538,2026-01-05T07:08:05Z,12.52,entertainment,AE,True,False
txn_0000234,card_00054,2026-01-29T19:56:29Z,110.75,entertainment,US,False,False
txn_0000235,card_00566,2026-01-17T03:42:30Z,252.84,fuel,SG,True,False
txn_0000236,card_00655,2026-01-01T08:34:00Z,30.32,atm_withdrawal,US,True,False
txn_0000237,card_00042,2026-01-10T23:21:27Z,181.22,atm_withdrawal,SG,True,False
txn_0000238,card_00490,2026-01-11T15:11:56Z,223.52,entertainment,GB,False,False
txn_0000239,card_00862,2026-01-02T18:50:59Z,588.39,fuel,DE,True,True
txn_0000240,card_00275,2026-01-09T23:09:45Z,30.83,atm_withdrawal,SG,True,False
txn_0000241,card_00043,2026-01-26T22:17:59Z,68.15,online_retail,GB,False,False
txn_0000242,card_00792,2026-01-21T03:53:39Z,77.09,electronics,SG,False,False
txn_0000243,card_00496,2026-01-19T03:54:23Z,58.84,restaurant,US,True,False
txn_0000244,card_00126,2026-01-01T06:31:49Z,113.13,fuel,DE,False,False
txn_0000245,card_00136,2026-01-02T12:39:01Z,88.54,fuel,DE,False,False
txn_0000246,card_00820,2026-01-03T11:04:17Z,137.61,utilities,IN,False,False
txn_0000247,card_00807,2026-01-05T00:24:36Z,70.53,grocery,DE,True,False
txn_0000248,card_00085,2026-01-20T22:30:57Z,62.41,utilities,GB,True,False
txn_0000249,card_00771,2026-01-14T11:02:22Z,353.32,grocery,SG,True,False
txn_0000250,card_00897,2026-01-02T00:31:33Z,586.02,atm_withdrawal,SG,False,True
txn_0000251,card_00513,2026-01-22T16:02:19Z,64.35,travel,US,True,False
txn_0000252,card_00874,2026-01-03T06:03:16Z,95.93,utilities,US,True,False
txn_0000253,card_00345,2026-01-23T18:08:20Z,85.48,utilities,GB,False,False
txn_0000254,card_00053,2026-01-02T11:36:08Z,210.7,online_retail,SG,True,False
txn_0000255,card_00148,2026-01-21T16:10:58Z,37.99,entertainment,GB,True,False
txn_0000256,card_00316,2026-01-18T18:04:48Z,21.38,entertainment,AE,True,False
txn_0000257,card_00556,2026-01-27T16:40:32Z,36.13,atm_withdrawal,AE,True,False
txn_0000258,card_00568,2026-01-27T00:40:35Z,7.34,pharmacy,AE,True,False
txn_0000259,card_00785,2026-01-16T10:24:56Z,364.57,online_retail,SG,False,False
txn_0000260,card_00359,2026-01-05T00:44:06Z,404.78,pharmacy,DE,True,False
txn_0000261,card_00851,2026-01-07T13:46:44Z,70.65,utilities,IN,False,False
txn_0000262,card_00432,2026-01-10T19:23:41Z,39.64,travel,SG,True,False
txn_0000263,card_00768,2026-01-15T18:44:26Z,243.67,online_retail,US,True,False
txn_0000264,card_00888,2026-01-18T05:46:26Z,515.37,pharmacy,IN,False,False
txn_0000265,card_00060,2026-01-07T15:35:14Z,24.23,grocery,US,False,False
txn_0000266,card_00185,2026-01-18T09:56:42Z,248.45,entertainment,DE,False,False
txn_0000267,card_00164,2026-01-29T00:50:49Z,10.64,utilities,AE,False,False
txn_0000268,card_00553,2026-01-25T16:00:30Z,32.08,fuel,SG,False,False
txn_0000269,card_00107,2026-01-11T08:50:12Z,72.36,travel,US,False,False
txn_0000270,card_00700,2026-01-04T15:36:37Z,48.12,fuel,SG,False,False
txn_0000271,card_00547,2026-01-11T23:17:00Z,109.87,fuel,IN,True,False
txn_0000272,card_00484,2026-01-30T09:18:30Z,46.86,entertainment,DE,False,False
txn_0000273,card_00805,2026-01-05T14:11:20Z,105.62,utilities,IN,True,False
txn_0000274,card_00703,2026-01-25T12:33:16Z,4.26,grocery,AE,True,False
txn_0000275,card_00643,2026-01-19T23:53:25Z,43.18,pharmacy,DE,True,False
txn_0000276,card_00220,2026-01-22T14:26:59Z,291.34,utilities,AE,False,True
txn_0000277,card_00523,2026-01-26T07:30:29Z,24.33,pharmacy,GB,False,False
txn_0000278,card_00253,2026-01-07T15:45:06Z,140.45,pharmacy,GB,False,False
txn_0000279,card_00744,2026-01-07T01:09:43Z,40.23,entertainment,AE,True,False
txn_0000280,card_00398,2026-01-29T13:27:16Z,66.93,electronics,DE,True,False
txn_0000281,card_00196,2026-01-06T21:50:21Z,21.25,electronics,GB,True,False
txn_0000282,card_00370,2026-01-10T06:34:49Z,70.18,electronics,IN,True,False
txn_0000283,card_00002,2026-01-23T11:17:53Z,256.41,travel,DE,False,False
txn_0000284,card_00452,2026-01-29T16:04:16Z,13.2,online_retail,DE,False,False
txn_0000285,card_00423,2026-01-25T13:04:59Z,28.22,travel,DE,True,False
txn_0000286,card_00893,2026-01-30T20:17:30Z,274.79,entertainment,US,True,False
txn_0000287,card_00348,2026-01-19T18:57:25Z,255.21,pharmacy,IN,True,False
txn_0000288,card_00780,2026-01-29T11:03:49Z,58.39,restaurant,AE,True,False
txn_0000289,card_00764,2026-01-19T04:34:24Z,369.63,utilities,DE,True,False
txn_0000290,card_00505,2026-01-30T11:19:10Z,16.11,travel,DE,False,False
txn_0000291,card_00507,2026-01-20T07:25:31Z,17.94,online_retail,SG,False,False
txn_0000292,card_00150,2026-01-04T03:33:13Z,227.16,pharmacy,DE,True,False
txn_0000293,card_00894,2026-01-24T13:00:19Z,20.34,atm_withdrawal,SG,False,False
txn_0000294,card_00006,2026-01-12T21:07:27Z,40.82,restaurant,GB,False,False
txn_0000295,card_00361,2026-01-13T08:36:21Z,72.08,grocery,IN,False,False
txn_0000296,card_00278,2026-01-09T22:08:15Z,6.17,grocery,GB,True,False
txn_0000297,card_00522,2026-01-18T01:32:44Z,6.31,atm_withdrawal,GB,False,False
txn_0000298,card_00550,2026-01-09T14:38:59Z,10.03,fuel,AE,False,False
txn_0000299,card_00346,2026-01-28T22:01:16Z,88.04,electronics,IN,True,False
txn_0000300,card_00775,2026-01-10T10:19:01Z,60.08,entertainment,US,True,False
txn_0000301,card_00676,2026-01-02T00:58:29Z,219.64,online_retail,US,False,False
txn_0000302,card_00122,2026-01-08T07:38:01Z,32.77,restaurant,GB,False,False
txn_0000303,card_00465,2026-01-02T16:12:53Z,80.45,online_retail,GB,False,False
txn_0000304,card_00697,2026-01-05T23:41:00Z,49.9,atm_withdrawal,SG,False,False
txn_0000305,card_00882,2026-01-16T20:04:01Z,56.35,restaurant,GB,True,False
txn_0000306,card_00674,2026-01-25T01:47:52Z,24.67,fuel,DE,False,False
txn_0000307,card_00327,2026-01-28T09:41:47Z,501.82,pharmacy,DE,True,False
txn_0000308,card_00425,2026-01-14T15:21:43Z,161.71,restaurant,SG,False,False
txn_0000309,card_00280,2026-01-23T17:09:19Z,66.56,electronics,GB,False,False
txn_0000310,card_00245,2026-01-25T19:35:35Z,20.2,restaurant,SG,False,False
txn_0000311,card_00886,2026-01-01T07:38:00Z,7.38,entertainment,GB,True,False
txn_0000312,card_00608,2026-01-10T05:35:50Z,122.88,travel,GB,False,False
txn_0000313,card_00160,2026-01-27T00:29:58Z,71.51,pharmacy,AE,True,False
txn_0000314,card_00858,2026-01-09T20:30:43Z,92.05,fuel,IN,True,False
txn_0000315,card_00675,2026-01-19T03:20:14Z,61.87,electronics,US,True,False
txn_0000316,card_00865,2026-01-01T15:18:35Z,350.73,atm_withdrawal,AE,False,False
txn_0000317,card_00249,2026-01-11T05:11:57Z,225.06,utilities,IN,False,False
txn_0000318,card_00187,2026-01-25T07:58:06Z,57.72,utilities,DE,True,False
txn_0000319,card_00249,2026-01-11T08:34:56Z,96.81,utilities,AE,False,False
txn_0000320,card_00884,2026-01-07T11:53:56Z,33.19,restaurant,US,True,False
txn_0000321,card_00519,2026-01-14T22:49:19Z,163.25,atm_withdrawal,GB,True,False
txn_0000322,card_00530,2026-01-10T20:56:23Z,126.4,atm_withdrawal,GB,False,False
txn_0000323,card_00580,2026-01-30T13:21:02Z,25.23,utilities,US,True,False
txn_0000324,card_00107,2026-01-22T21:02:55Z,130.18,pharmacy,US,True,False
txn_0000325,card_00457,2026-01-05T12:09:03Z,498.96,fuel,AE,True,True
